"borough","nm_street"
"Brooklyn","Powell Street"
"Brooklyn","Newport Street"
"Brooklyn","Paerdegat 13 Street"
"Brooklyn","Saint Johns Place"
"Brooklyn","Mill Street"
"Brooklyn","Adams Street"
"Brooklyn","Saint Felix Street"
"Brooklyn","Box Street"
"Brooklyn","South 5 Place"
"Brooklyn","Avenue V"
"Brooklyn","Keap Street"
"Brooklyn","Bartlett Street"
"Brooklyn","Division Place"
"Brooklyn","Plumb 1 Street"
"Brooklyn","North Portland Avenue"
"Brooklyn","Lawton Street"
"Brooklyn","44 Street"
"Brooklyn","Porter Avenue"
"Brooklyn","Micieli Place"
"Brooklyn","Prospect Avenue"
"Brooklyn","Emerson Place"
"Brooklyn","Henry Street"
"Brooklyn","Ditmars Street"
"Brooklyn","Dearborn Court"
"Brooklyn","Jerome Street"
"Brooklyn","Rockaway Avenue"
"Brooklyn","Twin Pines Drive"
"Brooklyn","South 5 Street"
"Brooklyn","Dean Street"
"Brooklyn","3 Avenue"
"Brooklyn","Schaefer Street"
"Brooklyn","West 15 Street"
"Brooklyn","Brighton 6 Street"
"Brooklyn","Boyland Street"
"Brooklyn","East 3 Street"
"Brooklyn","Bay 17 Street"
"Brooklyn","Stryker Street"
"Brooklyn","Berkeley Place"
"Brooklyn","Clifton Place"
"Brooklyn","Mc Kinley Avenue"
"Brooklyn","West 3 Street"
"Brooklyn","East 72 Street"
"Brooklyn","Taaffe Place"
"Brooklyn","Otsego Street"
"Brooklyn","Lott Avenue"
"Brooklyn","East 35 Street"
"Brooklyn","Utica Avenue"
"Brooklyn","68 Street"
"Brooklyn","Pierrepont Place"
"Brooklyn","Nautilus Avenue"
"Brooklyn","East 13 Street"
"Brooklyn","27 Avenue"
"Brooklyn","Oxford Street"
"Brooklyn","Butler Street"
"Brooklyn","Overbaugh Place"
"Brooklyn","Malta Street"
"Brooklyn","Suydam Street"
"Brooklyn","17 Street"
"Brooklyn","Grant Avenue"
"Brooklyn","Pacific Street"
"Brooklyn","West 37 Street"
"Brooklyn","Bay 31 Street"
"Brooklyn","Decatur Street"
"Brooklyn","Cornelia Street"
"Brooklyn","Underhill Avenue"
"Brooklyn","South Elliott Place"
"Brooklyn","West 32 Street"
"Brooklyn","Marlborough Road"
"Brooklyn","47 Street"
"Brooklyn","Randolph Street"
"Brooklyn","Frost Street"
"Brooklyn","Concord Street"
"Brooklyn","Sheridan Avenue"
"Brooklyn","Vermont Street"
"Brooklyn","Water Street"
"Brooklyn","Brighton 2 Street"
"Brooklyn","East 22 Street"
"Brooklyn","Macdonough Street"
"Brooklyn","West 2 Street"
"Brooklyn","Sands Street"
"Brooklyn","Sedgwick Place"
"Brooklyn","Williamsburg Street West"
"Brooklyn","East 78 Street"
"Brooklyn","Arion Place"
"Brooklyn","Tompkins Avenue"
"Brooklyn","Meadow Street"
"Brooklyn","24 Street"
"Brooklyn","25 Avenue"
"Brooklyn","Herzl Street"
"Brooklyn","Portal Street"
"Brooklyn","Meserole Street"
"Brooklyn","Schroeders Avenue"
"Brooklyn","Elmwood Avenue"
"Brooklyn","East 16 Street"
"Brooklyn","80 Street"
"Brooklyn","Engert Avenue"
"Brooklyn","Linwood Street"
"Brooklyn","Cleveland Street"
"Brooklyn","De Sales Place"
"Brooklyn","Erasmus Street"
"Brooklyn","Conway Street"
"Brooklyn","Berry Street"
"Brooklyn","Nichols Avenue"
"Brooklyn","West Avenue"
"Brooklyn","East 58 Street"
"Brooklyn","East 1 Street"
"Brooklyn","Campus Road"
"Brooklyn","Grand Avenue"
"Brooklyn","East 14 Street"
"Brooklyn","North 10 Street"
"Brooklyn","16 Street"
"Brooklyn","Van Dam Street"
"Brooklyn","Bank Street"
"Brooklyn","East 45 Street"
"Brooklyn","Elm Avenue"
"Brooklyn","New Lots Avenue"
"Brooklyn","Ford Street"
"Brooklyn","Richardson Street"
"Brooklyn","Saint Nicholas Avenue"
"Brooklyn","Stewart Avenue"
"Brooklyn","Conduit Boulevard"
"Brooklyn","Taylor Street"
"Brooklyn","South 3 Street"
"Brooklyn","Brighton 12 Street"
"Brooklyn","87 Street"
"Brooklyn","Rewe Street"
"Brooklyn","9 Street"
"Brooklyn","Tilden Avenue"
"Brooklyn","Hawthorne Street"
"Brooklyn","Madison Street"
"Brooklyn","20 Lane"
"Brooklyn","Brown Street"
"Brooklyn","National Drive"
"Brooklyn","Lewis Avenue"
"Brooklyn","Paerdegat 12 Street"
"Brooklyn","Foster Ave"
"Brooklyn","Maujer Street"
"Brooklyn","Erskine St"
"Brooklyn","Christopher Ave"
"Brooklyn","West 25 Street"
"Brooklyn","7 Street"
"Brooklyn","Hill Street"
"Brooklyn","East 92 Street"
"Brooklyn","Goodwin Place"
"Brooklyn","Linden Street"
"Brooklyn","Vanderveer Street"
"Brooklyn","Lyme Avenue"
"Brooklyn","26 Street"
"Brooklyn","Loring Avenue"
"Brooklyn","Park Place"
"Brooklyn","Smith Street"
"Brooklyn","Varick Avenue"
"Brooklyn","Mc Keever Place"
"Brooklyn","East 103 Street"
"Brooklyn","Harway Avenue"
"Brooklyn","Bay 35 Street"
"Brooklyn","Barbey Street"
"Brooklyn","Elton Street"
"Brooklyn","Willmohr Street"
"Brooklyn","Bay 37 Street"
"Brooklyn","East 55 Street"
"Brooklyn","Winthrop Street"
"Brooklyn","Strauss Street"
"Brooklyn","Granite Street"
"Brooklyn","Well House Drive"
"Brooklyn","Hewes Street"
"Brooklyn","55 Street"
"Brooklyn","Conklin Avenue"
"Brooklyn","Marine Avenue"
"Brooklyn","76 Street"
"Brooklyn","St.Marks Avenue"
"Brooklyn","Tapscott Street"
"Brooklyn","Sheepshead Bay Road"
"Brooklyn","16 Avenue"
"Brooklyn","Pilling Street"
"Brooklyn","Williams Avenue"
"Brooklyn","Mother Gaston Blvd"
"Brooklyn","Hubbard Place"
"Brooklyn","Malcolm X Boulevard"
"Brooklyn","Union Avenue"
"Brooklyn","Bay 8 Street"
"Brooklyn","Brighton 10 Terrace"
"Brooklyn","Bay 28 Street"
"Brooklyn","South 4 Street"
"Brooklyn","62 Street"
"Brooklyn","Brooklyn Queens Expressway Ramp"
"Brooklyn","Jefferson Avenue"
"Brooklyn","Sackett Street"
"Brooklyn","Clymer Street"
"Brooklyn","East 81 Street"
"Brooklyn","Monroe Street"
"Brooklyn","Avenue A"
"Brooklyn","Franklin Street"
"Brooklyn","Aviation Road"
"Brooklyn","Wortman Avenue"
"Brooklyn","Walton Street"
"Brooklyn","West 10 Street"
"Brooklyn","West 27 Street"
"Brooklyn","Erskine Street"
"Brooklyn","East 52 Street"
"Brooklyn","Schermerhorn Street"
"Brooklyn","Brighton 1 Road"
"Brooklyn","Tompkins Place"
"Brooklyn","West 9 Street"
"Brooklyn","Gravesend Neck Road"
"Brooklyn","Menahan Street"
"Brooklyn","Livonia Avenue"
"Brooklyn","Royce Place"
"Manhattan","Ludlow Street"
"Manhattan","Montgomery Street"
"Manhattan","Beaver Street"
"Manhattan","West 188 Street"
"Manhattan","West 69 Street"
"Manhattan","East 115 Street"
"Manhattan","Riverside Dr"
"Manhattan","Laguardia Place"
"Manhattan","West 157 Street"
"Manhattan","Avenue A"
"Manhattan","Charles Street"
"Manhattan","West 116 Street"
"Manhattan","West 111 Street"
"Manhattan","East 49 Street"
"Manhattan","1 Street"
"Manhattan","West 121 Street"
"Manhattan","East 39 Street"
"Manhattan","West 154 Street"
"Manhattan","West Street"
"Manhattan","East 17 Street"
"Manhattan","Transverse Road Number Four"
"Manhattan","2 Avenue"
"Manhattan","East 73 Street"
"Manhattan","East 107 Street"
"Manhattan","Park Place"
"Manhattan","West 168 Street"
"Manhattan","East 157 Street"
"Manhattan","Morris Street"
"Manhattan","West Drive"
"Manhattan","Riverside Boulevard"
"Manhattan","West 182 Street"
"Manhattan","Rector Street"
"Manhattan","Pitt Street"
"Manhattan","East 93 Street"
"Manhattan","Washington Place"
"Manhattan","Trinity Place"
"Manhattan","Haven Avenue"
"Manhattan","East 89 Street"
"Manhattan","Catherine Street"
"Manhattan","W 45 Street"
"Manhattan","Paladino Avenue"
"Manhattan","Walker Street"
"Manhattan","Avenue D"
"Manhattan","East 105 Street"
"Manhattan","East 19 Street"
"Manhattan","East 95 Street"
"Manhattan","West 87 Street"
"Manhattan","West 204 Street"
"Manhattan","W 125Th St"
"Manhattan","10 Avenue"
"Manhattan","East 30 Street"
"Manhattan","Barclay Street"
"Manhattan","Sutton Place"
"Manhattan","Lafayette Street"
"Manhattan","West 147 Street"
"Manhattan","Centre Street"
"Manhattan","Randalls Island"
"Manhattan","Ridge Street"
"Manhattan","West 29 Street"
"Manhattan","East 55 Street"
"Manhattan","West 12 Street"
"Manhattan","Lenox Avenue"
"Manhattan","West 10 Street"
"Manhattan","Ann Street"
"Manhattan","West 34 Street"
"Manhattan","Greenwich Avenue"
"Manhattan","Maiden Lane"
"Manhattan","Transverse Road Number Two"
"Manhattan","Marginal Street"
"Manhattan","East 88 Street"
"Manhattan","East 70 Street"
"Manhattan","W 58 Street"
"Manhattan","West 153 Street"
"Manhattan","Fdr Drive"
"Manhattan","Hanover Street"
"Manhattan","Manhattan Bridge"
"Manhattan","Perry Street"
"Manhattan","Henry Street"
"Manhattan","Jefferson Street"
"Manhattan","West 123 Street"
"Manhattan","Union Square West"
"Manhattan","East 9 Street"
"Manhattan","East 85 Street"
"Manhattan","42 Street"
"Manhattan","Fifth Avenue"
"Manhattan","W 36Th Street"
"Manhattan","Fort George Avenue"
"Manhattan","8 Avenue"
"Manhattan","East 47 Street"
"Manhattan","East 111 Street"
"Manhattan","West 18 Street"
"Manhattan","East 66 Street"
"Manhattan","34 Street"
"Manhattan","Murray Street"
"Manhattan","East 125 Street"
"Manhattan","West 192 Street"
"Manhattan","Ellwood Street"
"Manhattan","Baruch Drive"
"Manhattan","East 24 Street"
"Manhattan","Chrystie Street"
"Manhattan","Cabrini Boulevard"
"Manhattan","West 103 Street"
"Manhattan","West 148 Street"
"Manhattan","East 84 Street"
"Manhattan","West 130 Street"
"Manhattan","Saint Clair Place"
"Manhattan","Gold Street"
"Manhattan","East 28 Street"
"Manhattan","W 115 St"
"Manhattan","Tiemann Place"
"Manhattan","York Avenue"
"Manhattan","West 53 Street"
"Manhattan","West 62 Street"
"Manhattan","East 126 Street"
"Manhattan","Church Street"
"Manhattan","West 35 Street"
"Manhattan","St Marks Place"
"Manhattan","West 76 Street"
"Manhattan","Monroe Street"
"Manhattan","49 Street"
"Manhattan","West 131 Street"
"Manhattan","West 31 Street"
"Manhattan","West 84 Street"
"Manhattan","Gouverneur Slip West"
"Manhattan","Riverside Drive"
"Manhattan","Lewis Street"
"Manhattan","River Terrace"
"Manhattan","Claremont Avenue"
"Manhattan","East 63 Street"
"Manhattan","South Street"
"Manhattan","Willett Street"
"Manhattan","East 53 Street"
"Manhattan","Union Square East"
"Manhattan","East 37 Street"
"Manhattan","Madison Ave"
"Manhattan","Williamsburg Bridge Inner Roadwa"
"Manhattan","West 140 Street"
"Manhattan","Williamsburg Bridge"
"Manhattan","Main Street"
"Manhattan","Fdr Drive Ramp"
"Manhattan","West 128 Street"
"Manhattan","East Broadway"
"Manhattan","West 55 Street"
"Manhattan","Stuyvesant Street"
"Manhattan","West 207 Street"
"Manhattan","West 174 Street"
"Manhattan","Central Road"
"Manhattan","Delancey Street"
"Manhattan","East 104 Street"
"Manhattan","East 114 Street"
"Manhattan","East 58 Street"
"Manhattan","Market Street"
"Manhattan","East Drive"
"Manhattan","East 11 Street"
"Manhattan","West Houston Street"
"Manhattan","Third Avenue"
"Manhattan","East 112 Street"
"Manhattan","Gouverneur Street"
"Manhattan","West 139 Street"
"Manhattan","East 1 Street"
"Manhattan","Morningside Drive"
"Manhattan","Eldridge Street"
"Manhattan","Ward Street"
"Manhattan","East 90 Street"
"Manhattan","East 57 Street"
"Manhattan","West 166 Street"
"Manhattan","West 172 Street"
"Manhattan","Robert F Wagner Place"
"Manhattan","Harlem River Drive"
"Manhattan","West 144 Street"
"Manhattan","West 107 Street"
"Manhattan","Dyer Avenue"
"Manhattan","Washington Bridge"
"Manhattan","West 126 Street"
"Manhattan","Riverside Blvd"
"Manhattan","Clarkson Street"
"Manhattan","Leonard Street"
"Manhattan","Arden Street"
"Manhattan","Vesey Street"
"Manhattan","West 167 Street"
"Manhattan","Norfolk Street"
"Manhattan","State Street"
"Manhattan","Pinehurst Avenue"
"Manhattan","Alexander Hamilton Bridge"
"Manhattan","West 23 Street"
"Manhattan","East 65 Street"
"Manhattan","Overlook Terrace"
"Manhattan","West 17 Street"
"Manhattan","East 68 Street"
"Manhattan","Avenue B"
"Manhattan","Dover Street"
"Manhattan","East Houston Street"
"Manhattan","Saint Nicholas Terrace"
"Manhattan","East 5 Street"
"Manhattan","William Street"
"Manhattan","Crosby Street"
"Manhattan","Hamilton Terrace"
"Manhattan","East 64 Street"
"Manhattan","East 102 Street"
"Manhattan","East 79 Street"
"Manhattan","East 15 Street"
"Manhattan","York Street"
"Manhattan","West 155 Street"
"Manhattan","Stanton Street"
"Manhattan","Bronx Shore Road"
"Manhattan","East 92 Street"
"Manhattan","Edgecombe Avenue"
"Manhattan",NULL
"Manhattan","West 133 Street"
"Manhattan","St James Place"
"Manhattan","West 193 Street"
"Manhattan","East End Avenue"
"Manhattan","West 205 Street"
"Manhattan","Mulberry Street"
"Manhattan","East 67 Street"
"Manhattan","East 122 Street"
"Manhattan","52 Street"
"Manhattan","Christopher Street"
"Manhattan","East 109 Street"
"Manhattan","Gramercy Park North"
"Manhattan","West 19 Street"
"Manhattan","Morningside Avenue"
"Manhattan","Division Street"
"Manhattan","West 91 Street"
"Manhattan","Little West 12 Street"
"Manhattan","East 14 Street"
"Manhattan","West 66 Street"
"Manhattan","Washington Square North"
"Manhattan","West 51 Street"
"Manhattan","West 176 Street"
"Manhattan","East 135 Street"
"Manhattan","57 Street"
"Manhattan","Macombs Dam Bridge"
"Manhattan","East 43 Street"
"Manhattan","West 145 St Bridge"
"Manhattan","West 187 Street"
"Manhattan","Whitehall Street"
"Manhattan","East 78 Street"
"Manhattan","West 68 Street"
"Manhattan","East 29 Street"
"Manhattan","Hamilton Place"
"Manhattan","West 105 Street"
"Manhattan","Canal Street"
"Manhattan","Astor Place"
"Manhattan","Water Street"
"Manhattan","Mosco Street"
"Manhattan","Duane Street"
"Manhattan","West 100 Street"
"Manhattan","East 34 Street"
"Manhattan","47 Street"
"Manhattan","West 40 Street"
"Manhattan","Allen Street"
"Manhattan","Major Deegan Expressway Ramp"
"Manhattan","Battery Place"
"Manhattan","Oliver Street"
"Manhattan","East 3 Street"
"Manhattan","First Avenue"
"Manhattan","Cathedral Parkway"
"Manhattan","Cross Bronx Expressway"
"Manhattan","East 98 Street"
"Manhattan","Fairview Avenue"
"Manhattan","East 96 Street"
"Manhattan","East 61 Street"
"Manhattan","East 121 Street"
"Manhattan","Third Avenue And East 14Th Stree"
"Manhattan","48 Street"
"Manhattan","Clinton Street"
"Manhattan","Broad Street"
"Manhattan","Charlton Street"
"Manhattan","Hester Street"
"Manhattan","West 117 Street"
"Manhattan","Jerome Avenue"
"Manhattan","West 51"
"Manhattan","West 160 Street"
"Manhattan","West 24 Street"
"Manhattan","Avenue Of The Americas"
"Manhattan","W Loop Road"
"Manhattan","Frederick Douglass Boulevard"
"Manhattan","West 4 Street"
"Manhattan","Audubon Avenue"
"Manhattan","Hillside Avenue"
"Manhattan","John Street"
"Manhattan","East 71 Street"
"Manhattan","West 120 Street"
"Manhattan","Great Jones Street"
"Manhattan","East 36 Street"
"Manhattan","East 52 Street"
"Manhattan","Carmine Street"
"Manhattan","South William Street"
"Manhattan","Front Street"
"Manhattan","Bradhurst Avenue"
"Manhattan","Academy Street"
"Manhattan","Tunnel Exit Street"
"Manhattan","East 86 Street"
"Manhattan","West 8 Street"
"Manhattan","West 183 Street"
"Manhattan","Worth Street"
"Manhattan","Morningside Ave"
"Manhattan","Pike Street"
"Manhattan","7 Avenue South"
"Manhattan","West 175 Street"
"Manhattan","Wanamaker Place"
"Manhattan","Un Plaza"
"Manhattan","Saint Nicholas Avenue"
"Manhattan","Chatham Square"
"Manhattan","West 46 Street"
"Manhattan","West Thames Street"
"Manhattan","King Street"
"Manhattan","West 113 Street"
"Manhattan","West 108 Street"
"Manhattan","West 65 Street"
"Manhattan","Mangin Street"
"Manhattan","Ericsson Place"
"Manhattan","Rockefeller Plaza"
"Manhattan","West 114 Street"
"Manhattan","Jumel Place"
"Manhattan","Kenmare Street"
"Manhattan","202 Street"
"Manhattan","West 72 Street"
"Manhattan","Washington Square West"
"Manhattan","East 20 Street"
"Manhattan","West 82 Street"
"Manhattan","Reade Street"
"Manhattan","West 151 Street"
"Manhattan","West 170 Street"
"Manhattan","East 108 Street"
"Manhattan","Saint James Place"
"Manhattan","East 31 Street"
"Manhattan","South End Avenue"
"Manhattan","West 136 Street"
"Manhattan","Madison Street"
"Manhattan","East 69 Street"
"Manhattan","East 113 Street"
"Manhattan","West 92 Street"
"Manhattan","42Nd Street"
"Manhattan","West 89 Street"
"Manhattan","East 80 Street"
"Manhattan","Times Square"
"Manhattan","West 30 Street"
"Manhattan","Prince Street"
"Manhattan","East 110 Street"
"Manhattan","Roosevelt Drive"
"Manhattan","114 Street"
"Manhattan","Lexington Avenue"
"Manhattan","West 98 Street"
"Manhattan","West 28 Street"
"Manhattan","East 62 Street"
"Manhattan","West 75 Street"
"Manhattan","West 90 Street"
"Manhattan","East 101 Street"
"Manhattan","West End Avenue"
"Manhattan","East 21 Street"
"Manhattan","6 Avenue"
"Manhattan","Isham Street"
"Manhattan","West 169 Street"
"Manhattan","Chambers Street"
"Manhattan","West 115 Street"
"Manhattan","Saint Nicholas Place"
"Manhattan","East 129 Street"
"Manhattan","East 83 Street"
"Manhattan","Grand Street"
"Manhattan","East 119 Street"
"Manhattan","Major Deegan Expressway"
"Manhattan","West 95 Street"
"Manhattan","Cross Bronx Expy"
"Manhattan","West 52 Street"
"Manhattan","West 57 Street"
"Manhattan","St Nicholas Avenue"
"Manhattan","Mac Dougal Street"
"Manhattan","W 125 Street"
"Manhattan","West 16 Street"
"Manhattan","East 40 Street"
"Manhattan","Rutgers Street"
"Manhattan","East 41 Street"
"Manhattan","West 186 Street"
"Manhattan","St. Nicholas Avenue"
"Manhattan","East 4 Street"
"Manhattan","James Street"
"Manhattan","Thayer Street"
"Manhattan","West 81 Street"
"Manhattan","Warren Street"
"Manhattan","Forsyth Street"
"Manhattan","West 94 Street"
"Manhattan","West 42 Street"
"Manhattan","West 27 Street"
"Manhattan","East 16 Street"
"Manhattan","Manhattan Avenue"
"Manhattan","Park Avenue South"
"Manhattan","Ogden Avenue"
"Manhattan","Mitchell Place"
"Manhattan","Irving Place"
"Manhattan","West 178 Street"
"Manhattan","East 18 Street"
"Manhattan","Beach Street"
"Manhattan","East 87 Street"
"Manhattan","East 10 Street"
"Manhattan","Henry Hudson Parkway"
"Manhattan","Bleecker Street"
"Manhattan","West 158 Street"
"Manhattan","Park Row"
"Manhattan","West 41 Street"
"Manhattan","East 116 Street"
"Manhattan","East 54 Street"
"Manhattan","West 102 Street"
"Manhattan","Nagle Avenue"
"Manhattan","Seaman Avenue"
"Manhattan","Riverside Drive West"
"Manhattan","Barrow Street"
"Manhattan","East 123 Street"
"Manhattan","West 88 Street"
"Manhattan","West 86 Street"
"Manhattan","West 3 Street"
"Manhattan","North End Avenue"
"Manhattan","Tunnel Exit St"
"Manhattan","West 171 Street"
"Manhattan","W 37 St"
"Manhattan","Laight Street"
"Manhattan","11 Avenue"
"Manhattan","Harlem River Drive Ramp"
"Manhattan","Lasalle Street"
"Manhattan","1St Avenue"
"Manhattan","West 74 Street"
"Manhattan","West 189 Street"
"Manhattan","East 32 Street"
"Manhattan","West 218 Street"
"Manhattan","Fort Washington Avenue"
"Manhattan","West 111"
"Manhattan","West 63 Street"
"Manhattan","Columbus Avenue"
"Manhattan","East 103 Street"
"Manhattan","Bowery"
"Manhattan","West 173 Street"
"Manhattan","West 85 Street"
"Manhattan","Saint Marks Place"
"Manhattan","Sixth Avenue"
"Manhattan","East 33 Street"
"Manhattan","East 124 Street"
"Manhattan","Queens Midtown Tunnel"
"Manhattan","East 130 Street"
"Manhattan","West 132 Street"
"Manhattan","Queensboro Bridge"
"Manhattan","Albany Street"
"Manhattan","Spring Street"
"Manhattan","East 35 Street"
"Manhattan","Transverse Road Number Three"
"Manhattan","University Place"
"Manhattan","W 120 St"
"Manhattan","East 44 Street"
"Manhattan","East 97 Street"
"Manhattan","Samuel Dickstein Plaza"
"Manhattan","West 164 Street"
"Manhattan","East 76 Street"
"Manhattan","East 99 Street"
"Manhattan","Vandam Street"
"Manhattan","43 Street"
"Manhattan","West 97 Street"
"Manhattan","East 82 Street"
"Manhattan","Transverse Road Number One"
"Manhattan","Wadsworth Avenue"
"Manhattan","East 60 Street"
"Manhattan","East 75 Street"
"Manhattan","East 30"
"Manhattan","White Street"
"Manhattan","Vermilyea Avenue"
"Manhattan","Harlem River Driveway"
"Manhattan","West 36 Street"
"Manhattan","West 9 Street"
"Manhattan","West 134 Street"
"Manhattan","Sullivan Street"
"Manhattan","West 165 Street"
"Manhattan","West 104 Street"
"Manhattan","West 119 Street"
"Manhattan","Wall Street"
"Manhattan","East 81 Street"
"Manhattan","West 149 Street"
"Manhattan","East 46 Street"
"Manhattan","Rivington Street"
"Manhattan","West 110 Street"
"Manhattan","58 Street"
"Manhattan","West 49 Street"
"Manhattan","West 129 Street"
"Manhattan","East 127 Street"
"Manhattan","Jackson Street"
"Manhattan","West 101 Street"
"Manhattan","West 37 Street"
"Manhattan","East 27 Street"
"Manhattan","1 Avenue"
"Manhattan","31 Street"
"Manhattan","East 120 Street"
"Manhattan","West 146 Street"
"Manhattan","49St"
"Manhattan","W 42 Street"
"Manhattan","West 38 Street"
"Manhattan","West 212 Street"
"Manhattan","East 51 Street"
"Manhattan","East 7 Street"
"Manhattan","East 45 Street"
"Manhattan","Sherman Avenue"
"Manhattan","West 127 Street"
"Manhattan","East 25 Street"
"Manhattan","West 185 Street"
"Manhattan","Washington Street"
"Manhattan","4 Avenue"
"Manhattan","3 Avenue"
"Manhattan","West 215 Street"
"Manhattan","Columbia Street"
"Manhattan","West 78 Street"
"Manhattan","Waterside Plaza"
"Manhattan","W 40Th St"
"Manhattan","West 109 Street"
"Manhattan","Bennett Avenue"
"Manhattan","West 79 Street"
"Manhattan","Pearl Street"
"Manhattan","West 213 Street"
"Manhattan","Park Avenue"
"Manhattan","Cherry Street"
"Manhattan","West 138 Street"
"Manhattan","Greenwich Street"
"Manhattan","Dyckman Street"
"Manhattan","West 150 Street"
"Manhattan","Washington Square South"
"Manhattan","Union Square South"
"Manhattan","Liberty Street"
"Manhattan","West 99 Street"
"Manhattan","Grove Street"
"Manhattan","West 11 Street"
"Manhattan","East 74 Street"
"Manhattan","East 59 Street"
"Manhattan","West 21 Street"
"Manhattan","East 72 Street"
"Manhattan","West 112 Street"
"Manhattan","Elizabeth Street"
"Manhattan","Henshaw Street"
"Manhattan","East 131 Street"
"Manhattan","Morton Street"
"Manhattan","Henry Hudson Parkway Ramp"
"Manhattan","Fort George Hill"
"Manhattan","West 202 Street"
"Manhattan","Cooper Square"
"Manhattan","West 190 Street"
"Manhattan","West 141 Street"
"Manhattan","East 38 Street"
"Manhattan","Bayard Street"
"Manhattan","West 220 Street"
"Manhattan","East 13 Street"
"Manhattan","Mott Street"
"Manhattan","Orchard Street"
"Manhattan","Columbus Circle"
"Manhattan","East 56 Street"
"Manhattan","W 57 St"
"Manhattan","St. James Place"
"Manhattan","West Broadway"
"Manhattan","Pleasant Avenue"
"Manhattan","West 60 Street"
"Manhattan","Adam Clayton Powell Blvd"
"Manhattan","East 50 Street"
"Manhattan","West 162 Street"
"Manhattan","W 32 St"
"Manhattan","Mercer Street"
"Manhattan","East 77 Street"
"Manhattan","Convent Avenue"
"Manhattan","36 Street"
"Manhattan","Queensboro Bridge Upper Roadway"
"Manhattan","Hudson Yards"
"Manhattan","Central Park South"
"Manhattan","West 32 Street"
"Manhattan","Post Avenue"
"Manhattan","Mount Morris Park West"
"Manhattan","Macombs Place"
"Manhattan","West 180 Street"
"Manhattan","West 93 Street"
"Manhattan","East 23 Street"
"Manhattan","Essex Street"
"Manhattan","West 44 Street"
"Manhattan","East 118 Street"
"Manhattan","Beekman Street"
"Manhattan","East 2 Street"
"Manhattan","East 128 Street"
"Manhattan","Pennsylvania Plaza"
"Manhattan","Nassau Street"
"Manhattan","Fulton Street"
"Manhattan","West 159 Street"
"Manhattan","Varick Street"
"Manhattan","39 Street"
"Manhattan","West 137 Street"
"Manhattan","Broadway"
"Manhattan","West 125 Street"
"Manhattan","West 43 Street"
"Manhattan","West 203 Street"
"Manhattan","East 138 Street"
"Manhattan","East 117 Street"
"Manhattan","Central Park North"
"Manhattan","Hancock Place"
"Manhattan","East 42 Street"
"Manhattan","Vanderbilt Avenue"
"Manhattan","East 94 Street"
"Manhattan","City Hall Park"
"Manhattan","Greene Street"
"Manhattan","West 20 Street"
"Manhattan","Peter Cooper Road"
"Manhattan","Cooper Street"
"Manhattan","West 15 Street"
"Manhattan","West 14 Street"
"Manhattan","Cornelia Street"
"Manhattan","Staff Street"
"Manhattan","East 48 Street"
"Manhattan","Howard Street"
"Manhattan","5 Avenue"
"Manhattan","Watts Street"
"Manhattan","East 91 Street"
"Manhattan","West 58 Street"
"Manhattan","Baxter Street"
"Manhattan","Central Park West"
"Manhattan","West 181 Street"
"Manhattan","St Nicholas Ave"
"Manhattan","West 156 Street"
"Manhattan","Bedford Street"
"Manhattan","Broome Street"
"Manhattan","East 12 Street"
"Manhattan","96 Street"
"Manhattan","West 26 Street"
"Manhattan","West 22 Street"
"Manhattan","West 48 Street"
"Manhattan","West 96 Street"
"Manhattan","Pine Street"
"Manhattan","East 22 Street"
"Manhattan","East 26 Street"
"Manhattan","West 80 Street"
"Manhattan","West 13 Street"
"Manhattan","Triborough Bridge"
"Manhattan","West 45 Street"
"Manhattan","West 39 Street"
"Manhattan","West 143 Street"
"Manhattan","Attorney Street"
"Manhattan","Manhattan Br Lower"
"Manhattan","Madison Avenue Bridge"
"Manhattan","Amsterdam Avenue"
"Manhattan","Frederick Douglass Blvd"
"Manhattan","Frankfort Street"
"Manhattan","West 124 Street"
"Manhattan","East 132 Street"
"Manhattan","Thompson Street"
"Manhattan","West 47 Street"
"Manhattan","Catherine Slip"
"Manhattan","West 61 Street"
"Manhattan","7 Avenue"
"Manhattan","Hudson Street"
"Manhattan","West 64 Street"
"Manhattan","West 206 Street"
"Manhattan","Madison Avenue"
"Manhattan","Powell Boulevard"
"Manhattan","Payson Avenue"
"Manhattan","West 135 Street"
"Manhattan","West 216 Street"
"Manhattan","West 118 Street"
"Manhattan","W 21 Street"
"Manhattan","12 Avenue"
"Manhattan","West 161 Street"
"Manhattan","West 142 Street"
"Manhattan","West 77 Street"
"Manhattan","West 71 Street"
"Manhattan","West 73 Street"
"Manhattan","West 106 Street"
"Manhattan","West 54 Street"
"Manhattan","West 59 Street"
"Manhattan","West 83 Street"
"Manhattan","West 70 Street"
"Manhattan","Suffolk Street"
"Manhattan","Cleveland Place"
"Manhattan","Avenue C"
"Manhattan","East 6 Street"
"Manhattan","West 67 Street"
"Manhattan","West 145 Street"
"Manhattan","East 106 Street"
"Manhattan","West 179 Street"
"Manhattan","West 25 Street"
"Manhattan","Wooster Street"
"Manhattan","West 184 Street"
"Manhattan","East 8 Street"
"Manhattan","East 100 Street"
"Manhattan","Waverly Place"
"Manhattan","West 152 Street"
"Manhattan","West 33 Street"
"Manhattan","West 50 Street"
"Manhattan","9 Avenue"
"Manhattan","Bank Street"
"Manhattan","West 191 Street"
