"borough","nm_street","latitude","longitude"
"Manhattan","West 29 Street","4075159","-7400176"
"Manhattan","Amsterdam Avenue","40820343","-7395118"
"Manhattan","West 63 Street","40771393","-7398216"
"Manhattan","East 20 Street","40739674","-7399095"
"Manhattan","Rivington Street","40719593","-73986755"
"Manhattan","1 Avenue","40742947","-7397413"
"Manhattan","2 Avenue","40729774","-7398682"
"Manhattan","Arden Street","4086361","-73928215"
"Manhattan","West 125 Street","4081098","-73953094"
"Manhattan","East 2 Street","40721024","-73981094"
"Manhattan","West 95 Street","4079283","-7396954"
"Manhattan","2 Avenue","4074709","-7397419"
"Manhattan","1 Avenue","4075388","-7396616"
"Manhattan","East 43 Street","4075144","-7397397"
"Manhattan","Waverly Place","40733498","-7400126"
"Manhattan","East 45 Street","40751606","-7397045"
"Manhattan","Sherman Avenue","408651","-7392189"
"Manhattan","7 Avenue South","4073226","-74003586"
"Manhattan","Fdr Drive","40766544","-7395102"
"Manhattan","10 Avenue","40865593","-7391811"
"Manhattan","Greenwich Street","40718803","-7401041"
"Manhattan","Broadway","4076974","-73982124"
"Manhattan","East 66 Street","40763527","-7395772"
"Manhattan","1 Avenue","40740387","-73976006"
"Manhattan","Henry Hudson Parkway","40835808","-73949455"
"Manhattan","West 92 Street","4079209","-73973656"
"Manhattan","East 65 Street","40766666","-7396707"
"Manhattan","Prince Street","40725964","-74001274"
"Manhattan","East 92 Street","4078169","-7394897"
"Manhattan","5 Avenue","4081324","-7393727"
"Manhattan","West 111 Street","40797737","-73949425"
"Manhattan","3 Avenue","40777504","-73954956"
"Manhattan","7 Avenue","40821163","-7393944"
"Manhattan","3 Avenue","40802395","-73936775"
"Manhattan","East 14 Street","40730442","-7398035"
"Manhattan","Broadway","40867413","-7392203"
"Manhattan","Bank Street","40736534","-7400584"
"Manhattan","10 Avenue","407688","-73988785"
"Manhattan","2 Avenue","40804066","-7393267"
"Manhattan","Park Avenue","40801235","-73941826"
"Manhattan","East 57 Street","40758774","-7396401"
"Manhattan","7 Avenue","40754128","-7398834"
"Manhattan","East 34 Street","40744305","-7397473"
"Manhattan","West 176 Street","40846622","-7393732"
"Manhattan","Broadway","40869846","-73915886"
"Manhattan","East 63 Street","40762106","-739601368"
"Manhattan","West 183 Street","4084992","-7393148"
"Manhattan","West 170 Street","40840748","-7393545"
"Manhattan","East 51 Street","4075781","-7397353"
"Manhattan","Lexington Avenue","40782055","-7395373"
"Manhattan","Madison Avenue","40745243","-739848"
"Manhattan","West 31 Street","4074671","-7398639"
"Manhattan","Broadway","40785156","-7397901"
"Manhattan","Henry Hudson Parkway","40831623","-7395072"
"Manhattan","Crosby Street","4072266","-73997986"
"Manhattan","West 116 Street","40802593","-7395103"
"Manhattan","Fort Washington Avenue","4083978","-7394322"
"Manhattan","West 34 Street","40750843","-7399031"
"Manhattan","Saint Nicholas Avenue","40812008","-73951515"
"Manhattan","Henry Hudson Parkway","4083717","-73948906"
"Manhattan","7 Avenue","40807568","-7394935"
"Manhattan","Broadway","4078958","-7397548"
"Manhattan","East 38 Street","40750957","-7398273"
"Manhattan","East 126 Street","40805553","-7393811"
"Manhattan","Grove Street","40732914","-7400398"
"Manhattan","West 47 Street","40757492","-7398057"
"Manhattan","Laguardia Place","40728455","-7399864"
"Manhattan","East 126 Street","40806408","-7394016"
"Manhattan","West Broadway","40715588","-7400917"
"Manhattan","West 103 Street","4079611","-7396145"
"Manhattan","East 38 Street","40747772","-7397514"
"Manhattan","Lexington Avenue","407616","-7396865"
"Manhattan","West 178 Street","40846764","-73933784"
"Manhattan","8 Avenue","4074729","-7399703"
"Manhattan","Claremont Avenue","4081037","-73963486"
"Manhattan","Ludlow Street","40716972","-7398996"
"Manhattan","2 Avenue","40793816","-7394012"
"Manhattan","1 Avenue","4079818","-7393381"
"Manhattan","Amsterdam Avenue","40817593","-7395319"
"Manhattan","West 49 Street","40760773","-73984474"
"Manhattan","9 Avenue","4075024","-73998604"
"Manhattan","West 50 Street","40759064","-73978455"
"Manhattan","Madison Street","40712734","-73988976"
"Manhattan","West Street","407291123","-740106725"
"Manhattan","1 Avenue","40734962","-739798"
"Manhattan","Bowery","4071718","-7399548"
"Manhattan","West 48 Street","40764626","-7399555"
"Manhattan","East 65 Street","40764362","-7396162"
"Manhattan","Avenue Of The Americas","407599","-7398043"
"Manhattan","1 Avenue","40745686","-7397213"
"Manhattan","Park Avenue","40799305","-7394324"
"Manhattan","11 Avenue","40771137","-739908"
"Manhattan","South Street","40706707","-74002335"
"Manhattan","East Houston Street","40721222","-7398301"
"Manhattan","Broadway","40734837","-7399076"
"Manhattan","East 14 Street","40735844","-73993256"
"Manhattan","1 Avenue","40748825","-7396984"
"Manhattan","West 125 Street","4081387","-7395669"
"Manhattan","Henry Hudson Parkway","40786804","-7398338"
"Manhattan","3 Avenue","40771954","-73958984"
"Manhattan","Morningside Avenue","40806377","-7395766"
"Manhattan",NULL,"40719395","-7400189"
"Manhattan","East 79 Street","40777004","-7396374"
"Manhattan","East 50 Street","4075435","-739673"
"Manhattan","Henry Hudson Parkway","40804386","-7397164"
"Manhattan","11 Avenue","40766228","-739944"
"Manhattan","Bowery","40715843","-7399634"
"Manhattan","11 Avenue","40766502","-7399418"
"Manhattan","Bleecker Street","4072523","-7399222"
"Manhattan","West 66 Street","40774807","-7398442"
"Manhattan","Oliver Street","4071197","-7399778"
"Manhattan","East 8 Street","4073003","-7399109"
"Manhattan","Bowery","40721794","-7399346"
"Manhattan","Spring Street","40725643","-7400539"
"Manhattan","7 Avenue","40748806","-7399221"
"Manhattan","8 Avenue","4081119","-7395044"
"Manhattan","East 28 Street","40743324","-73984085"
"Manhattan","2 Avenue","40764362","-7396162"
"Manhattan","West 46 Street","40762184","-73993614"
"Manhattan","Sherman Avenue","40862614","-73928604"
"Manhattan","Avenue Of The Americas","40759644","-7398064"
"Manhattan","West 35 Street","4075045","-739873"
"Manhattan","5 Avenue","40788586","-7395529"
"Manhattan","Park Avenue","4075737","-7397384"
"Manhattan","East 23 Street","40735424","-73974754"
"Manhattan","9 Avenue","4086114","-7391894"
"Manhattan","Canal Street","4071632","-7399631"
"Manhattan","Harlem River Drive","408319864","-739351481"
"Manhattan","West 114 Street","4080505","-7396093"
"Manhattan","Nagle Avenue","4086241","-739225"
"Manhattan","East 120 Street","40801865","-7394136"
"Manhattan","Avenue Of The Americas","40731705","-7400096"
"Manhattan","Amsterdam Avenue","40843567","-7393422"
"Manhattan","West End Avenue","40790813","-73976456"
"Manhattan","West 39 Street","40758137","-7399787"
"Manhattan","Lexington Avenue","4080538","-7393617"
"Manhattan","Church Street","40720554","-7400352"
"Manhattan","3 Avenue","40792873","-7394373"
"Manhattan","West 148 Street","4082748","-7394701"
"Manhattan","5 Avenue","407370616","-739926284"
"Manhattan","Thompson Street","4072488","-74002625"
"Manhattan","Canal Street","407207946","-740042532"
"Manhattan","Harlem River Drive","40853542","-7392439"
"Manhattan","East 57 Street","40758854","-7396425"
"Manhattan","2 Avenue","40790627","-73942444"
"Manhattan","West 145 Street","40823647","-73943855"
"Manhattan","3 Avenue","40800827","-73937935"
"Manhattan","Fdr Drive","4074137","-7397252"
"Manhattan","West 141 Street","4081653","-7393488"
"Manhattan","Avenue Of The Americas","40759098","-7398214"
"Manhattan","West Street","40716465","-74013084"
"Manhattan","West 104 Street","40797337","-7396244"
"Manhattan","8 Avenue","40817173","-7394606"
"Manhattan","Worth Street","40715828","-7400355"
"Manhattan","Fdr Drive","40794243","-73931145"
"Manhattan","11 Avenue","40768917","-7399243"
"Manhattan","Park Avenue","40799976","-7394274"
"Manhattan","7 Avenue","4074652","-7399388"
"Manhattan","7 Avenue","40749794","-7399149"
"Manhattan","West 3 Street","40731064","-7400142"
"Manhattan","9 Avenue","4074462","-740027"
"Manhattan","11 Avenue","4076525","-73995094"
"Manhattan","West 31 Street","4074725","-7398767"
"Manhattan","Amsterdam Avenue","40823315","-7394901"
"Manhattan","Avenue C","40728462","-7397568"
"Manhattan","York Avenue","40765545","-7395471"
"Manhattan","East 23 Street","40737885","-7398091"
"Manhattan","Wadsworth Avenue","4084984","-73934975"
"Manhattan","Wanamaker Place","40730564","-7399052"
"Manhattan","8 Avenue","40749054","-7399576"
"Manhattan","Amsterdam Avenue","40784462","-7397737"
"Manhattan","Canal Street","40719395","-7400189"
"Manhattan","West Street","40738735","-7400961"
"Manhattan","1 Avenue","40783054","-73944885"
"Manhattan","Henry Hudson Parkway","4079806","-7397554"
"Manhattan","Beekman Street","40710396","-7400561"
"Manhattan","Washington Street","40733807","-74008514"
"Manhattan","West 207 Street","4086769","-7392122"
"Manhattan","Park Avenue","40750217","-73979065"
"Manhattan","8 Avenue","40823505","-7394144"
"Manhattan","East 55 Street","40757008","-7396388"
"Manhattan","Broadway","40705746","-7401329"
"Manhattan","East 112 Street","40796074","-7394349"
"Manhattan","West 117 Street","40803894","-7395204"
"Manhattan","East 23 Street","40736237","-739772"
"Manhattan","West 216 Street","4087022","-739147"
"Manhattan","Morningside Avenue","40808804","-7395589"
"Manhattan","East 60 Street","40760536","-73962204"
"Manhattan","Fdr Drive","4076363","-739533"
"Manhattan","West 133 Street","40818634","-7395565"
"Manhattan","East 125 Street","40805058","-7393904"
"Manhattan","12 Avenue","407707422","-739945485"
"Manhattan","West 47 Street","40759933","-7398639"
"Manhattan","West 110 Street","4079944","-7395531"
"Manhattan","East 84 Street","40779392","-7395941"
"Manhattan","East 122 Street","4080383","-7394211"
"Manhattan","Riverside Drive","40786182","-7398145"
"Manhattan","3 Avenue","40766556","-7396294"
"Manhattan","East 34 Street","40744377","-73974915"
"Manhattan","Chrystie Street","407224","-7399165"
"Manhattan","West Broadway","40722572","-7400363"
"Manhattan","East 27 Street","40744064","-73987755"
"Manhattan","7 Avenue","40816315","-73942986"
"Manhattan","West 109 Street","4080117","-73961464"
"Manhattan","Madison Avenue","40812557","-73935715"
"Manhattan","West 147 Street","40822933","-7393813"
"Manhattan","West 172 Street","40843502","-7393799"
"Manhattan","5 Avenue","4075348","-73980896"
"Manhattan","Henry Hudson Parkway","40792015","-7398051"
"Manhattan","West 86 Street","4078994","-7398036"
"Manhattan","West 33 Street","40753906","-7399962"
"Manhattan","West 40 Street","40759525","-7399925"
"Manhattan","West 35 Street","4075229","-7399167"
"Manhattan","West 23 Street","407424675","-739921864"
"Manhattan","Park Avenue South","4073715","-7398859"
"Manhattan","Bleecker Street","4073226","-74003586"
"Manhattan","Nagle Avenue","40860992","-73926384"
"Manhattan","3 Avenue","4079989","-7393859"
"Manhattan","3 Avenue","4078588","-7394884"
"Manhattan","3 Avenue","40767185","-7396248"
"Manhattan","Allen Street","407162","-7399191"
"Manhattan","1 Avenue","4080098","-7393178"
"Manhattan","West 51 Street","40760525","-7397998"
"Manhattan","West 100 Street","40795456","-7396564"
"Manhattan","12 Avenue","40760777","-7400219"
"Manhattan","3 Avenue","40787117","-7394793"
"Manhattan","West 152 Street","4082598","-7393591"
"Manhattan","West 20 Street","40741886","-7399623"
"Manhattan","West 158 Street","4083468","-73944435"
"Manhattan","West 207 Street","40864483","-73919044"
"Manhattan","East 14 Street","40730213","-73979836"
"Manhattan","East 3 Street","4072267","-7398297"
"Manhattan","East 124 Street","40803696","-7393792"
"Manhattan","West 129 Street","4080919","-7394093"
"Manhattan","Audubon Avenue","408531","-7392915"
"Manhattan","2 Avenue","4078148","-7394911"
"Manhattan","Broadway","40785786","-73978546"
"Manhattan","Columbus Avenue","40788418","-7397077"
"Manhattan","West 115 Street","4080274","-73953545"
"Manhattan","East 30 Street","4074388","-7398157"
"Manhattan","Central Park South","40765675","-7397624"
"Manhattan","Lenox Avenue","40814102","-73940865"
"Manhattan","1 Avenue","40726986","-73985756"
"Manhattan","Lenox Avenue","40800232","-7395101"
"Manhattan","Delancey Street","4071885","-7398923"
"Manhattan","Manhattan Avenue","4080435","-7395732"
"Manhattan","East 22 Street","40737222","-739813911"
"Manhattan","West 152 Street","4082676","-73937584"
"Manhattan","Central Park West","4077622","-7397596"
"Manhattan","9 Avenue","40759933","-73991554"
"Manhattan","West 3 Street","40730057","-73999374"
"Manhattan","Mott Street","40724693","-7399419"
"Manhattan","West 151 Street","40825428","-7393631"
"Manhattan","East 87 Street","40779495","-739535"
"Manhattan","Essex Street","40716198","-7398944"
"Manhattan","Fdr Drive","4075455","-7396252"
"Manhattan","West 99 Street","4079737","-7397222"
"Manhattan","2 Avenue","4075112","-7397127"
"Manhattan","7 Avenue","40817844","-7394185"
"Manhattan","West End Avenue","4079395","-7397417"
"Manhattan","Fdr Drive","4074036","-7397318"
"Manhattan","West 125 Street","40810375","-7395168"
"Manhattan","East 37 Street","40748302","-7397835"
"Manhattan","West 105 Street","40797367","-7396053"
"Manhattan","West 43 Street","40755844","-73984436"
"Manhattan","Riverside Drive","4078994","-7398036"
"Manhattan","Transverse Road Number One","4076871","-73969986"
"Manhattan","West 119 Street","40805153","-7395112"
"Manhattan","Park Avenue South","40736546","-7398905"
"Manhattan","East 11 Street","40729237","-7398367"
"Manhattan","8 Avenue","40760902","-7398713"
"Manhattan","West 15 Street","40738506","-7399747"
"Manhattan","Lexington Avenue","4079143","-7394687"
"Manhattan","3 Avenue","40750766","-739744433"
"Manhattan","Central Park West","40770527","-7398012"
"Manhattan","West Houston Street","4072766","-74001396"
"Manhattan","Henry Hudson Parkway","4082156","-7395836"
"Manhattan","Central Park West","4078461","-7396984"
"Manhattan","West 162 Street","4083489","-7393776"
"Manhattan","10 Avenue","4076656","-7399043"
"Manhattan","Mulberry Street","40719322","-7399731"
"Manhattan","Broadway","40783844","-73979996"
"Manhattan","West 36 Street","4075228","-739897"
"Manhattan","Lexington Avenue","40804375","-7393742"
"Manhattan","Broadway","40781025","-73981316"
"Manhattan","West Street","40721638","-74011894"
"Manhattan","Saint Nicholas Avenue","40851093","-7393244"
"Manhattan","West 126 Street","4081106","-7395119"
"Manhattan","West Broadway","40726646","-74000175"
"Manhattan","East 126 Street","40803425","-7393309"
"Manhattan","East 112 Street","407955837","-739426035"
"Manhattan","West 23 Street","4074824","-7400546"
"Manhattan","Transverse Road Number Four","40787983","-73955986"
"Manhattan","Avenue Of The Americas","4074116","-7399409"
"Manhattan","3 Avenue","407778","-7395475"
"Manhattan","East 110 Street","40794132","-7394281"
"Manhattan","Amsterdam Avenue","40776047","-73983505"
"Manhattan","York Avenue","40764572","-7395543"
"Manhattan","Madison Avenue","4076256","-7397216"
"Manhattan","Park Avenue","4075718","-7397399"
"Manhattan","Harlem River Drive","4082929","-7393501"
"Manhattan","Fdr Drive","4079337","-7393274"
"Manhattan","West 58 Street","40766483","-7398022"
"Manhattan","Essex Street","40715862","-7398961"
"Manhattan","Madison Avenue","40808903","-7393835"
"Manhattan","West 143 Street","40824078","-7394889"
"Manhattan","East 125 Street","40805534","-73940155"
"Manhattan","East 22 Street","40736923","-7398066"
"Manhattan","1 Avenue","40733875","-7398059"
"Manhattan","East 49 Street","40757507","-7397669"
"Manhattan","East 20 Street","4073602","-7398228"
"Manhattan","Park Avenue","40747578","-7398097"
"Manhattan","Mercer Street","4072881","-7399507"
"Manhattan","Park Avenue South","40738903","-7398731"
"Manhattan","Fdr Drive","4077904","-739435"
"Manhattan","Elizabeth Street","40719208","-7399552"
"Manhattan","West 116 Street","40804417","-73955376"
"Manhattan","2 Avenue","407523789","-739703425"
"Manhattan","Park Avenue","40780174","-7395721"
"Manhattan","Henry Hudson Parkway","4078542","-7398399"
"Manhattan","Saint Nicholas Avenue","40822178","-73945656"
"Manhattan","11 Avenue","40745415","-7400821"
"Manhattan","East Houston Street","407250834","-739953279"
"Manhattan","8 Avenue","40821476","-73942894"
"Manhattan","West 44 Street","4075889","-7398968"
"Manhattan","Broadway","4073398","-7399095"
"Manhattan","West 40 Street","4075595","-7399074"
"Manhattan","Fdr Drive","40784325","-7394225"
"Manhattan","11 Avenue","40752644","-7400428"
"Manhattan","7 Avenue","4076422","-7398099"
"Manhattan","Avenue A","40723507","-7398541"
"Manhattan","Chrystie Street","4072284","-7399144"
"Manhattan","West 80 Street","4078452","-7397948"
"Manhattan","Un Plaza","40751984","-73967545"
"Manhattan","West 12 Street","4073723","-74000656"
"Manhattan","Amsterdam Avenue","4083482","-739406"
"Manhattan","Broadway","40757618","-73985825"
"Manhattan","Broadway","40856503","-7393277"
"Manhattan","Rivington Street","40718292","-7398248"
"Manhattan","Lexington Avenue","40744495","-7398112"
"Manhattan","West 165 Street","40838497","-73939835"
"Manhattan","East 32 Street","40744816","-7397998"
"Manhattan","Broadway","40867012","-7392312"
"Manhattan","Saint Nicholas Avenue","40856606","-7392841"
"Manhattan","2 Avenue","40777874","-7395175"
"Manhattan","2 Avenue","40759308","-739653"
"Manhattan","East 77 Street","40773693","-7396001"
"Manhattan","3 Avenue","40795403","-7394188"
"Manhattan","South Street","40705868","-7400377"
"Manhattan","West 35 Street","4074985","-7398585"
"Manhattan","Fdr Drive","40788906","-7393765"
"Manhattan","9 Avenue","40757145","-7399357"
"Manhattan","Broadway","40836838","-7394284"
"Manhattan","9 Avenue","4074551","-7400204"
"Manhattan","2 Avenue","40765614","-739607"
"Manhattan","West 61 Street","4076974","-73982124"
"Manhattan","Fort Washington Avenue","4084784","-7393953"
"Manhattan","Fdr Drive","40703762","-7400658"
"Manhattan","East 23 Street","40739506","-7398476"
"Manhattan","Grand Street","4071521","-7398427"
"Manhattan","East 38 Street","4074788","-7397543"
"Manhattan","Macombs Dam Bridge","408157322","-7394542"
"Manhattan","West 30 Street","4074775","-7399074"
"Manhattan","East 26 Street","4074209","-73984985"
"Manhattan","Central Park West","4079166","-7396469"
"Manhattan","West 20 Street","40743423","-73999855"
"Manhattan","Broome Street","407169","-73986206"
"Manhattan","East 44 Street","40752743","-7397511"
"Manhattan","Sherman Avenue","40865795","-73920006"
"Manhattan","1 Avenue","4076211","-7396016"
"Manhattan","Broadway","40834156","-7394483"
"Manhattan","East 86 Street","40778416","-7395301"
"Manhattan","10 Avenue","40764053","-7399225"
"Manhattan","West 71 Street","4077912","-73984985"
"Manhattan","West 149 Street","4082664","-7394306"
"Manhattan","East 63 Street","4076211","-7396016"
"Manhattan","Columbus Avenue","407736","-7398158"
"Manhattan","West 89 Street","4079043","-7397558"
"Manhattan","East 21 Street","4073741","-7398375"
"Manhattan","West 71 Street","40777905","-7398209"
"Manhattan","Broadway","40856712","-7393264"
"Manhattan","West 51 Street","40766083","-73993164"
"Manhattan","West 122 Street","4080885","-7395404"
"Manhattan","East 116 Street","40798447","-7394123"
"Manhattan","5 Avenue","40816902","-739346"
"Manhattan","East 47 Street","407556","-7397607"
"Manhattan","West 36 Street","40750893","-7398644"
"Manhattan","West 140 Street","4082207","-7394993"
"Manhattan","1 Avenue","40730003","-7398354"
"Manhattan","East 37 Street","40745106","-7397078"
"Manhattan","2 Avenue","40792114","-73941345"
"Manhattan","10 Avenue","4076228","-7399356"
"Manhattan","Lenox Avenue","4080202","-7394969"
"Manhattan","West 100 Street","40797215","-73969925"
"Manhattan","West 38 Street","40751595","-7398422"
"Manhattan","10 Avenue","4075596","-7399814"
"Manhattan","Sullivan Street","40730057","-73999374"
"Manhattan","West 116 Street","40803474","-7395312"
"Manhattan","East 53 Street","40758373","-73971"
"Manhattan","Park Avenue","40768543","-739657"
"Manhattan","Riverside Drive","40800964","-73971016"
"Manhattan","Lexington Avenue","40799297","-7394113"
"Manhattan","Bleecker Street","40726524","-7399585"
"Manhattan","West 25 Street","407452028","-739945236"
"Manhattan","Avenue D","4072369","-7397604"
"Manhattan","8 Avenue","4080886","-7395213"
"Manhattan","Amsterdam Avenue","40852486","-73927704"
"Manhattan","Barrow Street","40732372","-7400348"
"Manhattan","East 135 Street","40811604","-7393491"
"Manhattan","East 128 Street","4080467","-7393219"
"Manhattan","Cooper Square","40727093","-7399156"
"Manhattan","7 Avenue","40816364","-7394295"
"Manhattan","Lexington Avenue","4075462","-7397374"
"Manhattan","West 155 Street","4082815","-7393491"
"Manhattan","East 125 Street","40788982","-7393039"
"Manhattan","9 Avenue","40749523","-73999115"
"Manhattan","Stanton Street","40721233","-7398778"
"Manhattan","W 36Th Street","407534749","-739925287"
"Manhattan","Avenue Of The Americas","4073773","-7399659"
"Manhattan","3 Avenue","4075895","-7396849"
"Manhattan","Vesey Street","4071139","-74008606"
"Manhattan","East 93 Street","4078326","-73950745"
"Manhattan","7 Avenue","40743427","-7399613"
"Manhattan","Trinity Place","4070777","-7401297"
"Manhattan","Essex Street","4071983","-7398755"
"Manhattan","Avenue Of The Americas","4075035","-7398736"
"Manhattan","Broadway","40808002","-73963905"
"Manhattan","West 47 Street","4076161","-7399032"
"Manhattan","West 155 Street","40832764","-7394583"
"Manhattan","West 174 Street","408453","-7393827"
"Manhattan",NULL,"40821636","-7393909"
"Manhattan","West 40 Street","40756252","-7399144"
"Manhattan","West 187 Street","40854168","-7393371"
"Manhattan","East 68 Street","40766407","-7396066"
"Manhattan","West 47 Street","4076224","-7399186"
"Manhattan","East 10 Street","40724876","-73975174"
"Manhattan","East 39 Street","4075022","-73979065"
"Manhattan","Allen Street","4071745","-7399129"
"Manhattan","Fdr Drive","40767612","-73950005"
"Manhattan","West 25 Street","4075018","-7400608"
"Manhattan","Grand Street","40720043","-7399907"
"Manhattan","12 Avenue","40820625","-7395842"
"Manhattan","Lexington Avenue","4078654","-7395044"
"Manhattan","East 28 Street","40742645","-7398247"
"Manhattan","Canal Street","4071551","-7399395"
"Manhattan","East 79 Street","40772343","-7395269"
"Manhattan","East 16 Street","40732616","-7398151"
"Manhattan","West 49 Street","40758736","-7397961"
"Manhattan","West 16 Street","40741077","-74001564"
"Manhattan","Avenue C","4072775","-7397619"
"Manhattan","West 14 Street","407360047","-739936167"
"Manhattan","West 4 Street","40731705","-7400096"
"Manhattan","Fdr Drive","40796738","-7392925"
"Manhattan","3 Avenue","4073072","-7398906"
"Manhattan","East 14 Street","407313511","-739825546"
"Manhattan","West Broadway","4072455","-7400194"
"Manhattan","West 97 Street","40794735","-7396988"
"Manhattan","Lexington Avenue","4074388","-7398157"
"Manhattan","East 58 Street","407607","-73966484"
"Manhattan","East 59 Street","40764034","-7397243"
"Manhattan","Waterside Plaza","4073811","-73973495"
"Manhattan","Avenue A","40726665","-7398309"
"Manhattan","Convent Avenue","40822735","-7394763"
"Manhattan","Fdr Drive","407875154","-73938297"
"Manhattan","East 36 Street","40747684","-7397879"
"Manhattan","East 28 Street","4074373","-7398507"
"Manhattan","West 49 Street","407611","-7398522"
"Manhattan","East 96 Street","40784718","-7394819"
"Manhattan","12 Avenue","4075383","-7400715"
"Manhattan","West 121 Street","4080761","-7395305"
"Manhattan","East 18 Street","4073378","-7398065"
"Manhattan","West 47 Street","40756653","-7397858"
"Manhattan","Henshaw Street","40866764","-7393007"
"Manhattan","Catherine Street","40710197","-739965"
"Manhattan","Mott Street","407227","-7399504"
"Manhattan","2 Avenue","4077592","-7395317"
"Manhattan","Marginal Street","40818733","-7396109"
"Manhattan","Bowery","4071449","-7399721"
"Manhattan","West 47 Street","4075831","-7398251"
"Manhattan","Harlem River Drive","4082101","-7393436"
"Manhattan","Columbus Avenue","40790928","-7396893"
"Manhattan","West 30 Street","40747704","-7399067"
"Manhattan","Central Park North","40799805","-73956154"
"Manhattan","South End Avenue","4071008","-7401639"
"Manhattan","10 Avenue","4076593","-7399088"
"Manhattan","Grand Street","4071766","-7399223"
"Manhattan","Madison Avenue","407999853","-739448468"
"Manhattan","Harlem River Drive","40834152","-7393548"
"Manhattan","Avenue Of The Americas","40761147","-7397952"
"Manhattan","East 38 Street","4074577","-7397043"
"Manhattan","West 122 Street","40810627","-7395828"
"Manhattan","Catherine Slip","40709576","-7399635"
"Manhattan","York Avenue","40765343","-73954865"
"Manhattan","Columbus Avenue","40779995","-73976906"
"Manhattan","7 Avenue","40819717","-7394048"
"Manhattan","Lexington Avenue","40758465","-73970924"
"Manhattan","Canal Street","40716194","-73996086"
"Manhattan","East 104 Street","40790752","-7394678"
"Manhattan","Broadway","407511242","-739878961"
"Manhattan","East 34 Street","40743782","-7397352"
"Manhattan","11 Avenue","4076713","-7399373"
"Manhattan","East 93 Street","40781315","-7394614"
"Manhattan","West 150 Street","40825897","-7393936"
"Manhattan","East 35 Street","40743893","-739717"
"Manhattan","East 90 Street","40781387","-7395213"
"Manhattan","Avenue B","40728745","-73978546"
"Manhattan","Audubon Avenue","4084896","-7393219"
"Manhattan","7 Avenue","40746616","-7399382"
"Manhattan","Mulberry Street","40723366","-7399571"
"Manhattan","Thompson Street","4072915","-73999084"
"Manhattan","Avenue Of The Americas","4074291","-7399281"
"Manhattan","Harlem River Drive","40836098","-73934875"
"Manhattan","West 110 Street","4080078","-7395756"
"Manhattan","East 119 Street","40802597","-7394506"
"Manhattan","East 126 Street","4080407","-7393461"
"Manhattan","York Avenue","4076685","-7395376"
"Manhattan","East Broadway","40714348","-7398684"
"Manhattan","Avenue Of The Americas","40762604","-7397847"
"Manhattan","Henry Hudson Parkway","4083441","-7394986"
"Manhattan","West 168 Street","40841076","-7393977"
"Manhattan","West 141 Street","40820293","-7394378"
"Manhattan","Broadway","4079209","-73973656"
"Manhattan","East 14 Street","40730614","-7398078"
"Manhattan","8 Avenue","4081403","-7394835"
"Manhattan","North End Avenue","40717354","-7401417"
"Manhattan","Cabrini Boulevard","40848995","-7394109"
"Manhattan","Lexington Avenue","40758373","-73971"
"Manhattan","West 125 Street","40810253","-7395139"
"Manhattan","East 3 Street","4072639","-739918"
"Manhattan","East 71 Street","40769062","-7396112"
"Manhattan","East 56 Street","40760937","-73971245"
"Manhattan","9 Avenue","407509","-7399812"
"Manhattan","Broadway","40723022","-7399882"
"Manhattan","East 99 Street","40786175","-739457"
"Manhattan","Central Park West","4079935","-7395908"
"Manhattan","West 146 Street","40822308","-7393859"
"Manhattan","West 150 Street","40830242","-739497"
"Manhattan","West 79 Street","407855354","-739839993"
"Manhattan","West 135 Street","40815304","-7394371"
"Manhattan","East 117 Street","40800663","-7394436"
"Manhattan","West 96 Street","4079333","-7396864"
"Manhattan","West 178 Street","40847355","-7393518"
"Manhattan","East Broadway","40713932","-7399157"
"Manhattan","West 45 Street","40758198","-7398605"
"Manhattan","West 141 Street","40817196","-7393637"
"Manhattan","West 32 Street","4074875","-7398932"
"Manhattan","Fdr Drive","40780506","-7394425"
"Manhattan","West 115 Street","40803745","-7395587"
"Manhattan","Manhattan Bridge","407161961","-739974902"
"Manhattan","Chrystie Street","40717754","-7399406"
"Manhattan","East 51 Street","4075677","-7397111"
"Manhattan","Canal Street","40716682","-7399741"
"Manhattan","1 Avenue","40785805","-73942856"
"Manhattan","West 128 Street","40809692","-7394409"
"Manhattan","Stuyvesant Street","4072986","-7398967"
"Manhattan","West 152 Street","40830845","-73947235"
"Manhattan","East 116 Street","407978","-739397"
"Manhattan","Bleecker Street","4072693","-73996666"
"Manhattan","Transverse Road Number Three","40781506","-73962685"
"Manhattan","Baxter Street","4071594","-74000336"
"Manhattan","Madison Avenue","4076484","-73970505"
"Manhattan","7 Avenue","408216382","-739390768"
"Manhattan","5 Avenue","407560314","-739790253"
"Manhattan","West 57 Street","40766712","-7398289"
"Manhattan","Fdr Drive","407106","-7398469"
"Manhattan","West 86 Street","4078888","-7397786"
"Manhattan","West 15 Street","40739243","-7399919"
"Manhattan","York Avenue","4077461","-7394809"
"Manhattan","5 Avenue","40750957","-7398273"
"Manhattan","Manhattan Avenue","4080184","-7395915"
"Manhattan","8 Avenue","40753376","-7399259"
"Manhattan","Pine Street","4070747","-7400984"
"Manhattan","Fort Washington Avenue","40837074","-73944305"
"Manhattan","West 72 Street","40776825","-7397743"
"Manhattan","Murray Street","40715237","-7401339"
"Manhattan","1 Avenue","4078832","-73941025"
