"borough","nm_street","latitude","longitude"
"Queens","82 Street","40685863","-7385887"
"Queens","224 Street","40720284","-73730545"
"Queens","Northern Boulevard","4075507","-7389002"
"Queens","Jamaica Avenue","4070153","-7382341"
"Queens","Carlton Street","40724247","-7386611"
"Queens","Fresh Pond Road","40706406","-7389691"
"Queens","100 Avenue","40710335","-73760345"
"Queens","35 Street","40755085","-7392656"
"Queens","Broadway","4076114","-7392364"
"Queens","119 Avenue","4068756","-7372773"
"Queens","Merrick Boulevard","4069165","-73779205"
"Queens","195 Street","40759262","-7378688"
"Queens","49 Place","40718052","-73920715"
"Queens","North Conduit Avenue","40666126","-7382518"
"Queens","Grand Central Pkwy","40716526","-7382308"
"Queens","Whitney Avenue","40748466","-7387352"
"Queens","100 Street","40768726","-7387056"
"Queens","Woodhaven Boulevard","4069366","-7385217"
"Queens","Main Street","40716843","-738167"
"Queens","Hillside Avenue","40712357","-737851"
"Queens","Belt Parkway","40666393","-73813576"
"Queens","Maurice Avenue","40724808","-7391053"
"Queens","South Conduit Avenue","4066534","-73743935"
"Queens","Weller Avenue","40660625","-73736275"
"Queens","24 Avenue","40775906","-73920525"
"Queens","92 Street","40734135","-7386918"
"Queens","29 Street","40765095","-73925064"
"Queens","64 Road","407322776","-738492638"
"Queens","Baisley Boulevard","40675842","-7378305"
"Queens","Cypress Hills Street","40701103","-7389088"
"Queens","Main Street","4075097","-73825775"
"Queens","Junction Boulevard","4074759","-7386854"
"Queens","81 Street","4068651","-7385994"
"Queens","110 Avenue","4070678","-7373355"
"Queens",NULL,"40682568","-7379266"
"Queens","Foch Boulevard","40684277","-7378302"
"Queens","99 Street","40758587","-7386977"
"Queens","47 Street","4074479","-7391743"
"Queens","155 Street","40665012","-737827"
"Queens","Blossom Avenue","40751453","-7383228"
"Queens","171 Street","40726482","-7379824"
"Queens","Long Island Expressway","40728363","-7388449"
"Queens","Horace Harding Expressway","4073783","-7379643"
"Queens","161 Street","40676163","-7377998"
"Queens","Fresh Pond Road","40714622","-7390117"
"Queens","Jamaica Avenue","40723083","-7372817"
"Queens","Springfield Boulevard","4075076","-73757835"
"Queens","233 Street","40766705","-7378274"
"Queens","5 Street","4074733","-7395505"
"Queens","Catalpa Avenue","40704178","-7389481"
"Queens","120 Street","40688244","-7382399"
"Queens","31 Avenue","40768818","-7393346"
"Queens","Jamaica Avenue","4070916","-73775894"
"Queens","Myrtle Avenue","40700108","-7383267"
"Queens","College Point Boulevard","40746902","-73834694"
"Queens","Park Lane South","4069756","-7385275"
"Queens","146 Drive","406618","-737682"
"Queens","Grand Central Parkway","4077056","-7391751"
"Queens","155 Street","40688263","-7379294"
"Queens","180 Street","40711018","-73781746"
"Queens","Beach 65 Street","405921","-7379404"
"Queens","60 Street","407497","-73902565"
"Queens","104 Avenue","4070568","-7377114"
"Queens","Grand Central Pkwy","40771374","-73877144"
"Queens","147 Street","40673393","-7379048"
"Queens","99 Street","40728302","-738549"
"Queens","Grand Central Pkwy","40725975","-737575"
"Queens","35 Street","4077274","-7391149"
"Queens","34 Avenue","4075564","-7386697"
"Queens","Springfield Boulevard","40712128","-73736404"
"Queens","31 Avenue","4076113","-73867905"
"Queens","Francis Lewis Boulevard","4072176","-7376001"
"Queens","Bell Boulevard","40750786","-7376295"
"Queens","Parsons Boulevard","40766884","-7382396"
"Queens","Jamaica Avenue","40701977","-7380982"
"Queens","29 Avenue","40772346","-73826584"
"Queens","43 Avenue","40745438","-73923"
"Queens","205 Place","40710102","-73753365"
"Queens","Queens Boulevard","4073462","-73874214"
"Queens","Beach Channel Drive","4058393","-7383093"
"Queens","149 Street","40764233","-7381683"
"Queens","Horace Harding Expressway","40749794","-7375379"
"Queens","Cross Island Parkway","407633517","-737579043"
"Queens","35 Avenue","4076536","-7382787"
"Queens","Home Lawn Street","4071568","-73792694"
"Queens","Beach Channel Drive","4059307","-7379233"
"Queens","Crescent Street","40758274","-7393336"
"Queens","Brooklyn Queens Expressway","4074703","-7389536"
"Queens","Sanford Avenue","407613","-7380952"
"Queens","Long Island Expressway","40739082","-7381611"
"Queens","Van Wyck Expwy","40757065","-7383863"
"Queens","73 Avenue","40725937","-738165"
"Queens","Beach Channel Drive","40590893","-7380114"
"Queens","207 Street","40704525","-7374891"
"Queens","Broadway","4075962","-7392041"
"Queens","48 Street","40719265","-7392273"
"Queens","Ditmars Boulevard","40769207","-7390089"
"Queens","133 Avenue","4066934","-7379863"
"Queens","Rockaway Freeway","405907861","-738066213"
"Queens","Whitestone Expressway","40766617","-738389"
"Queens","Rockaway Boulevard","40667522","-7378063"
"Queens","205 Street","4075798","-73778275"
"Queens","Main Street","40727337","-7382211"
"Queens","Woodside Avenue","4074539","-7390559"
"Queens","Fresh Pond Road","40703957","-738957"
"Queens","175 Street","40665215","-7377365"
"Queens","Van Wyck Expwy","407045039","-738174195"
"Queens","136 Street","40728657","-7382948"
"Queens","Vernon Boulevard","4075781","-7394584"
"Queens","35 Avenue","40751102","-738912"
"Queens","Lefferts Boulevard","40668724","-7382145"
"Queens","92 Street","4065569","-7384004"
"Queens","Atlantic Avenue","4069142","-7383736"
"Queens","12 Street","40754807","-7394402"
"Queens","Broadway","40748993","-7389687"
"Queens","79 Street","40753437","-7388783"
"Queens","Jamaica Avenue","40707283","-7378938"
"Queens","12 Street","4075571","-73943146"
"Queens","208 Street","40697765","-73744865"
"Queens","92 Street","40741882","-7387217"
"Queens","133 Avenue","40671196","-73813896"
"Queens","Linden Boulevard","4068999","-7378327"
"Queens","Linden Boulevard","4069105","-73728905"
"Queens","Northern Boulevard","40758465","-7377648"
"Queens","21 Street","4076156","-7393518"
"Queens","Grand Central Pkwy","4073527","-73743034"
"Queens","216 Street","407281","-7374896"
"Queens","39 Avenue","40746105","-7389847"
"Queens","77 Street","40759663","-73890854"
"Queens","34 Avenue","40755997","-738634"
"Queens","160 Street","40673973","-7377882"
"Queens","Cross Island Parkway","4078596","-7379835"
"Queens","111 Avenue","40680008","-7382305"
"Queens","76 Avenue","40753345","-737068"
"Queens","Jackie Robinson Pkwy","40698254","-7386939"
"Queens","Junction Boulevard","40744514","-7386779"
"Queens","Cypress Hills Street","4070264","-73894356"
"Queens","Booth Memorial Avenue","407473","-73828995"
"Queens","Long Island Expressway","40747974","-7375999"
"Queens","263 Street","40751026","-7371374"
"Queens","Northern Boulevard","4077139","-7373489"
"Queens","Home Lawn Street","40716785","-7379233"
"Queens","Baisley Boulevard","40680485","-73774704"
"Queens","Long Island Expressway","4073736","-73934074"
"Queens","Grand Central Pkwy","4071937","-737876"
"Queens","74 Street","40731895","-7388826"
"Queens","23 Avenue","40778614","-7383977"
"Queens","55 Drive","4072579","-73904724"
"Queens","147 Avenue","4065736","-7374154"
"Queens","Cross Island Parkway","4078866","-73778625"
"Queens","65 Lane","4071244","-7389403"
"Queens","95 Avenue","40698986","-73804886"
"Queens","Hillside Avenue","4071001","-7379474"
"Queens","30 Avenue","40761703","-7388175"
"Queens","195 Street","40712887","-7376595"
"Queens","Grand Avenue","407228","-7390182"
"Queens","31 Avenue","40756985","-7390737"
"Queens","Edgerton Boulevard","407168035","-737872268"
"Queens","37 Avenue","40753933","-7386122"
"Queens","24 Street","40775154","-73920166"
"Queens","80 Street","40745792","-738855"
"Queens","83 Street","4075778","-73884834"
"Queens","24 Avenue","4077003","-7391217"
"Queens","130 Street","40679523","-7381077"
"Queens","Cypress Avenue","40695156","-7389862"
"Queens","37 Avenue","40750626","-7387595"
"Queens","33 Street","40744667","-73931694"
"Queens","124 Street","40689133","-7382086"
"Queens","Long Island Expressway","40742905","-7383932"
"Queens","202 Street","40704536","-7375472"
"Queens","Belt Parkway","40666294","-7379899"
"Queens","130 Street","40674995","-7380854"
"Queens","Wood Street","40697823","-7376799"
"Queens","225 Street","40688885","-7373833"
"Queens","Jamaica Avenue","40702496","-7381303"
"Queens","205 Street","4071135","-73754875"
"Queens","20 Avenue","4078168","-7384595"
"Queens","Cherry Avenue","40755066","-7382099"
"Queens","131 Avenue","40677567","-7373188"
"Queens","116 Street","40689236","-7382852"
"Queens","Hook Creek Boulevard","40665348","-7372986"
"Queens","126 Avenue","40681286","-7376979"
"Queens","Grayson Street","40682514","-7375665"
"Queens","Francis Lewis Boulevard","40662655","-73733"
"Queens","Jewel Avenue","40724308","-73842575"
"Queens","89 Avenue","40700886","-7381794"
"Queens","130 Street","40672203","-7380873"
"Queens","Little Neck Parkway","40760853","-7372294"
"Queens","South Conduit Avenue","40669556","-7384634"
"Queens","Francis Lewis Boulevard","4066255","-73732895"
"Queens","Cross Island Parkway","40775856","-7376687"
"Queens","Dartmouth Street","40721054","-738552"
"Queens","Belt Parkway","406649675","-738222497"
"Queens","159 Avenue","40659172","-73839874"
"Queens","Hillside Avenue","4073832","-7370374"
"Queens","48 Avenue","40741135","-7393524"
"Queens","Mott Avenue","40605095","-7375469"
"Queens","Vanwyck Expressway","4068654","-7380805"
"Queens","84 Street","4076141","-73884544"
"Queens","145 Avenue","4066563","-7376456"
"Queens","70 Road","40721985","-7384523"
"Queens","Belt Parkway","4066573","-7375012"
"Queens","West End Drive","40771286","-7373251"
"Queens","172 Street","4069494","-73780396"
"Queens","Cross Bay Boulevard","406575","-73839455"
"Queens","51 Avenue","40738598","-7387744"
"Queens","Henley Road","40714497","-7378964"
"Queens","19 Avenue","40776245","-7389657"
"Queens","243 Street","4067325","-7373107"
"Queens","Grand Central Pkwy","4071621","-7382682"
"Queens","66 Place","40701077","-7388695"
"Queens","37 Avenue","40760254","-7383493"
"Queens","93 Avenue","40684475","-73866516"
"Queens","Cross Island Parkway","4071487","-737291"
"Queens","Elbertson Street","4074764","-738789"
"Queens","31 Street","40758125","-73928505"
"Queens","Hempstead Avenue","4071256","-73732994"
"Queens","Myrtle Avenue","4070204","-7385027"
"Queens","58 Street","40724255","-7391251"
"Queens","11 Avenue","40787884","-7384103"
"Queens","Bell Boulevard","4073257","-7375438"
"Queens","Park Lane","40711823","-7383612"
"Queens","108 Street","40697926","-7384067"
"Queens","116 Avenue","40677254","-7381173"
"Queens","Northern Boulevard","407568","-73873665"
"Queens","115 Avenue","40677","-7381965"
"Queens","Seneca Avenue","4070063","-73904015"
"Queens","Northern Boulevard","40763958","-7382814"
"Queens","86 Street","4069055","-7385743"
"Queens","103 Avenue","40682106","-7384584"
"Queens","Edgemere Avenue","4059312","-73772705"
"Queens","90 Street","4069283","-7385468"
"Queens","159 Street","40670532","-7377685"
"Queens","Queens Boulevard","407440288","-739261524"
"Queens","43 Avenue","4074565","-7392485"
"Queens","92 Street","40739388","-7387121"
"Queens","107 Avenue","40678265","-7384794"
"Queens","120 Avenue","40677982","-73791214"
"Queens","Cross Bay Boulevard","40672146","-7384318"
"Queens","248 Street","4066308","-7373377"
"Queens","102 Street","40661533","-738318"
"Queens","Foch Boulevard","40680183","-737937"
"Queens","Rockaway Boulevard","40675926","-7381788"
"Queens","118 Avenue","40693123","-73752914"
"Queens","Kissena Boulevard","4075855","-7382964"
"Queens","Bell Boulevard","40760284","-73769356"
"Queens","Grand Central Pkwy","40716652","-738259"
"Queens","Union Turnpike","407343","-737552"
"Queens","Jackson Avenue","40748276","-7393918"
"Queens","162 Street","40758743","-73804214"
"Queens","86 Street","40680763","-7385302"
"Queens","Grand Central Pkwy","40769432","-7391217"
"Queens","Belt Parkway","40665855","-73750046"
"Queens","Jamaica Avenue","40708076","-7378238"
"Queens","43 Street","40750244","-73920135"
"Queens","Grand Central Parkway","4071626","-73830734"
"Queens","265 Street","40740128","-73704414"
"Queens","Liberty Avenue","40687225","-73821625"
"Queens","212 Street","40712837","-737465"
"Queens","Jamaica Avenue","4072159","-7373102"
"Queens","Newburg Street","40692757","-7376523"
"Queens","80 Street","40716908","-7387225"
"Queens","35 Street","40760036","-7392257"
"Queens","116 Avenue","40698017","-73744026"
"Queens","12 Street","407608","-7393915"
"Queens","82 Street","40686146","-7385891"
"Queens","28 Street","40772827","-73917885"
"Queens","Cross Bay Boulevard","4060702","-7381943"
"Queens","37 Avenue","40749264","-73888824"
"Queens","Mayville Street","40698303","-7376536"
"Queens","30 Place","40738197","-7393774"
"Queens","227 Street","406867","-7373745"
"Queens","Marathon Parkway","40764988","-7373552"
"Queens","Grand Central Pkwy","407263507","-737650741"
"Queens","108 Street","40733604","-7384995"
"Queens","Belt Parkway","40666534","-7380995"
"Queens","111 Road","4069384","-7378093"
"Queens","Grand Avenue","40728596","-7389086"
"Queens","Woodward Avenue","40708782","-739123"
"Queens","Rockaway Beach Boulevard","405763","-7384717"
"Queens","91 Avenue","4070003","-7381279"
"Queens","Sutter Avenue","40676273","-7384778"
"Queens","90 Street","40754513","-738776"
"Queens","Steinway Street","407679637","-739116817"
"Queens","Grand Central Pkwy","40719135","-7378949"
"Queens","115 Avenue","40683105","-73798134"
"Queens","166 Street","40758057","-73800545"
"Queens","Roosevelt Avenue","40758545","-73833145"
"Queens","Union Turnpike","4072294","-738002"
"Queens","Clearview Expressway","40743114","-7377114"
"Queens","Review Avenue","40728188","-73930145"
"Queens","Remington Street","40695446","-7381157"
"Queens","79 Street","40757385","-7388855"
"Queens","Porter Road","406592","-7377306"
"Queens","Union Turnpike","40737167","-73740166"
"Queens","178 Street","40705452","-7378149"
"Queens","243 Street","40660946","-7373888"
"Queens","184 Place","40712727","-7377666"
"Queens","Jamaica Avenue","40695023","-7384645"
"Queens","37 Avenue","40751715","-738706364"
"Queens","Queens Plaza South","40748913","-739374"
"Queens","Rockaway Boulevard","4068046","-7384309"
"Queens","Liberty Avenue","40703278","-7378898"
"Queens","257 Street","4074061","-7371246"
"Queens","36 Street","4075205","-7392792"
"Queens","Utopia Parkway","4073796","-7379301"
"Queens","21 Street","40771725","-7392633"
"Queens","110 Avenue","40697563","-7377909"
"Queens","Cross Island Parkway","40789528","-73820435"
"Queens","Broadway","40763317","-7392821"
"Queens","78 Street","40684143","-7386152"
"Queens","125 Street","40675007","-7381272"
"Queens","100 Street","4076454","-738698"
"Queens","103 Avenue","4068508","-7383512"
"Queens","Vleigh Place","4071942","-73820656"
"Queens","107 Avenue","40694065","-7380142"
"Queens","Linden Place","40769352","-7383258"
"Queens","36 Avenue","4076802","-737733"
"Queens","Cross Island Parkway","40789383","-73782326"
"Queens","31 Avenue","40759037","-738879"
"Queens","Hilburn Avenue","4070017","-7376937"
"Queens","Francis Lewis Boulevard","407704","-7379318"
"Queens","227 Street","40707962","-7372908"
